T1,T2,H1,H2,D1,D2,D3,D4
Prims PLD,Sonja GNB,Celaena WHM,Blyze AST,Arg DRG,Livia NIN,Kat DNC,Leone RDM
Prims PLD,Sonja GNB,Celaena WHM,Blyze AST,Livia DRG,Leone NIN,Kat BRD,Arg SMN
Prims PLD,Sonja GNB,Celaena WHM,Blyze AST,Arg DRG,Leone NIN,Livia DNC,Kat RDM
Prims PLD,Arg DRK,Blyze WHM,Celaena SGE,Leone MNK,Livia DRG,Sonja BRD,Kat RDM
Prims PLD,Arg DRK,Celaena WHM,Blyze SCH,Leone MNK,Livia DRG,Sonja BRD,Kat RDM
Prims PLD,Arg DRK,Blyze SCH,Celaena AST,Leone MNK,Livia DRG,Sonja BRD,Kat RDM
Prims PLD,Arg DRK,Blyze AST,Celaena SGE,Leone MNK,Livia DRG,Sonja BRD,Kat RDM
Prims PLD,Arg DRK,Kat AST,Celaena SGE,Leone MNK,Blyze SAM,Livia DNC,Sonja RDM
Prims PLD,Arg DRK,Kat WHM,Celaena AST,Leone MNK,Blyze SAM,Livia DNC,Sonja RDM
Blyze PLD,Prims DRK,Kat AST,Celaena SGE,Leone MNK,Sonja DRG,Livia DNC,Arg SMN
Celaena PLD,Prims DRK,Kat WHM,Blyze AST,Leone MNK,Sonja DRG,Livia DNC,Arg SMN
Blyze PLD,Prims DRK,Kat WHM,Celaena AST,Leone MNK,Sonja DRG,Livia DNC,Arg SMN
Celaena PLD,Prims DRK,Blyze SCH,Kat AST,Leone MNK,Sonja DRG,Livia DNC,Arg SMN
Blyze PLD,Prims DRK,Kat WHM,Celaena SGE,Leone MNK,Sonja DRG,Livia DNC,Arg SMN
Blyze PLD,Prims DRK,Celaena WHM,Kat AST,Leone MNK,Sonja DRG,Livia DNC,Arg SMN
Blyze PLD,Prims DRK,Kat AST,Celaena SGE,Arg DRG,Leone NIN,Livia DNC,Sonja RDM
Celaena PLD,Prims DRK,Kat WHM,Blyze AST,Arg DRG,Leone NIN,Livia DNC,Sonja RDM
Blyze PLD,Prims DRK,Kat WHM,Celaena AST,Arg DRG,Leone NIN,Livia DNC,Sonja RDM
Celaena PLD,Prims DRK,Blyze SCH,Kat AST,Arg DRG,Leone NIN,Livia DNC,Sonja RDM
Blyze PLD,Prims DRK,Kat WHM,Celaena SGE,Arg DRG,Leone NIN,Livia DNC,Sonja RDM
Blyze PLD,Prims DRK,Celaena WHM,Kat AST,Arg DRG,Leone NIN,Livia DNC,Sonja RDM
Prims PLD,Arg DRK,Blyze WHM,Celaena SGE,Leone MNK,Livia NIN,Sonja MCH,Kat RDM
Prims PLD,Arg DRK,Celaena WHM,Blyze SCH,Leone MNK,Livia NIN,Sonja MCH,Kat RDM
Prims PLD,Arg DRK,Blyze SCH,Celaena AST,Leone MNK,Livia NIN,Sonja MCH,Kat RDM
Prims PLD,Arg DRK,Blyze AST,Celaena SGE,Leone MNK,Livia NIN,Sonja MCH,Kat RDM
Sonja WAR,Prims DRK,Celaena WHM,Livia AST,Leone NIN,Blyze SAM,Kat DNC,Arg SMN
Sonja WAR,Prims DRK,Celaena WHM,Livia AST,Blyze MNK,Lloyd DRG,Kat DNC,Arg SMN
Sonja WAR,Prims DRK,Celaena WHM,Livia AST,Lloyd DRG,Blyze SAM,Kat DNC,Leone RDM
Sonja WAR,Prims DRK,Celaena WHM,Livia AST,Blyze MNK,Lloyd DRG,Kat BRD,Arg SMN
Sonja WAR,Prims DRK,Celaena WHM,Livia AST,Leone DRG,Blyze SAM,Kat DNC,Arg SMN
Sonja WAR,Prims DRK,Celaena WHM,Livia AST,Blyze SAM,Kat DNC,Arg SMN,Leone RDM
Sonja WAR,Prims DRK,Celaena WHM,Livia AST,Arg DRG,Blyze SAM,Kat BRD,Leone RDM
Sonja WAR,Prims DRK,Celaena WHM,Livia AST,Leone DRG,Blyze NIN,Kat BRD,Arg SMN
Sonja WAR,Prims DRK,Celaena WHM,Livia AST,Leone DRG,Blyze SAM,Kat BRD,Arg SMN
Sonja WAR,Prims DRK,Celaena WHM,Livia AST,Arg DRG,Blyze NIN,Kat BRD,Leone RDM
Sonja WAR,Prims DRK,Celaena WHM,Livia AST,Blyze SAM,Kat BRD,Arg SMN,Leone RDM
Sonja WAR,Prims DRK,Celaena WHM,Livia AST,Leone MNK,Blyze DRG,Kat DNC,Arg SMN
Sonja WAR,Prims DRK,Celaena WHM,Livia AST,Leone MNK,Lloyd DRG,Kat BRD,Arg SMN
Sonja WAR,Prims DRK,Celaena WHM,Livia AST,Leone NIN,Blyze SAM,Kat BRD,Arg SMN
Sonja WAR,Prims DRK,Celaena WHM,Livia AST,Blyze DRG,Kat DNC,Arg SMN,Leone RDM
Sonja WAR,Prims DRK,Celaena WHM,Livia AST,Lloyd DRG,Blyze NIN,Kat DNC,Leone RDM
Sonja WAR,Prims DRK,Celaena WHM,Livia AST,Blyze MNK,Lloyd DRG,Kat DNC,Leone RDM
Sonja WAR,Prims DRK,Celaena WHM,Livia AST,Blyze MNK,Kat DNC,Arg SMN,Leone RDM
Sonja WAR,Prims DRK,Celaena WHM,Livia AST,Arg DRG,Blyze SAM,Kat DNC,Leone RDM
Sonja WAR,Prims DRK,Celaena WHM,Livia AST,Blyze DRG,Leone NIN,Kat DNC,Arg SMN
Sonja WAR,Prims DRK,Celaena WHM,Livia AST,Leone MNK,Lloyd DRG,Kat DNC,Arg SMN
Sonja WAR,Prims DRK,Celaena WHM,Livia AST,Lloyd DRG,Leone NIN,Kat DNC,Arg SMN
Sonja WAR,Prims DRK,Celaena WHM,Livia AST,Blyze MNK,Kat BRD,Arg SMN,Leone RDM
Sonja WAR,Prims DRK,Celaena WHM,Livia AST,Arg DRG,Blyze NIN,Kat DNC,Leone RDM
Sonja WAR,Prims DRK,Celaena WHM,Livia AST,Leone MNK,Blyze NIN,Kat DNC,Arg SMN
Sonja WAR,Prims DRK,Celaena WHM,Livia AST,Lloyd DRG,Kat DNC,Arg SMN,Leone RDM
Sonja WAR,Prims DRK,Celaena WHM,Livia AST,Lloyd DRG,Blyze SAM,Kat DNC,Arg SMN
Sonja WAR,Prims DRK,Celaena WHM,Livia AST,Lloyd DRG,Blyze SAM,Kat BRD,Arg SMN
Sonja WAR,Prims DRK,Celaena WHM,Livia AST,Blyze NIN,Kat DNC,Arg SMN,Leone RDM
Sonja WAR,Prims DRK,Celaena WHM,Livia AST,Blyze NIN,Kat BRD,Arg SMN,Leone RDM
Sonja WAR,Prims DRK,Celaena WHM,Livia AST,Leone MNK,Blyze DRG,Kat BRD,Arg SMN
Sonja WAR,Prims DRK,Celaena WHM,Livia AST,Leone MNK,Blyze SAM,Kat BRD,Arg SMN
Prims PLD,Sonja GNB,Blyze SCH,Kat AST,Lloyd DRG,Leone NIN,Livia DNC,Arg SMN
Prims DRK,Leone GNB,Celaena WHM,Blyze AST,Lloyd DRG,Livia DNC,Arg SMN,Kat RDM
Prims DRK,Leone GNB,Celaena WHM,Blyze AST,Lloyd DRG,Sonja SAM,Livia DNC,Arg SMN
Prims DRK,Leone GNB,Celaena WHM,Blyze AST,Arg DRG,Livia DNC,Sonja BLM,Kat RDM
Prims DRK,Leone GNB,Celaena WHM,Blyze AST,Sonja NIN,Kat BRD,Livia DNC,Arg SMN
Prims DRK,Leone GNB,Celaena WHM,Blyze AST,Lloyd DRG,Sonja BRD,Arg SMN,Kat RDM
Prims DRK,Leone GNB,Celaena WHM,Blyze AST,Lloyd DRG,Kat DNC,Sonja BLM,Arg SMN
Prims DRK,Leone GNB,Celaena WHM,Blyze AST,Arg DRG,Livia NIN,Kat DNC,Sonja RDM
Prims DRK,Leone GNB,Celaena WHM,Blyze AST,Lloyd DRG,Livia DNC,Sonja BLM,Kat RDM
Prims DRK,Leone GNB,Celaena WHM,Blyze AST,Livia NIN,Sonja DNC,Arg SMN,Kat RDM
Prims DRK,Leone GNB,Celaena WHM,Blyze AST,Lloyd DRG,Sonja NIN,Livia DNC,Arg SMN
Prims DRK,Leone GNB,Celaena WHM,Blyze AST,Lloyd DRG,Livia NIN,Sonja DNC,Kat RDM
Prims DRK,Leone GNB,Celaena WHM,Blyze AST,Livia DRG,Sonja MCH,Arg SMN,Kat RDM
Prims DRK,Leone GNB,Celaena WHM,Blyze AST,Lloyd DRG,Sonja BRD,Kat DNC,Arg SMN
Prims DRK,Leone GNB,Celaena WHM,Blyze AST,Lloyd DRG,Kat BRD,Livia DNC,Arg SMN
Prims DRK,Leone GNB,Celaena WHM,Blyze AST,Sonja MNK,Lloyd DRG,Livia DNC,Arg SMN
Prims DRK,Leone GNB,Celaena WHM,Blyze AST,Livia NIN,Kat DNC,Sonja BLM,Arg SMN
Prims DRK,Leone GNB,Celaena WHM,Blyze AST,Arg DRG,Sonja MCH,Livia DNC,Kat RDM
Prims DRK,Leone GNB,Celaena WHM,Blyze AST,Livia NIN,Kat BRD,Sonja DNC,Arg SMN
Prims DRK,Leone GNB,Celaena WHM,Blyze AST,Livia DRG,Sonja MCH,Kat DNC,Arg SMN
Prims DRK,Leone GNB,Celaena WHM,Blyze AST,Lloyd DRG,Livia DNC,Sonja BLM,Arg SMN
Prims DRK,Leone GNB,Celaena WHM,Blyze AST,Sonja MNK,Lloyd DRG,Kat DNC,Arg SMN
Prims DRK,Leone GNB,Celaena WHM,Blyze AST,Livia DRG,Kat DNC,Arg SMN,Sonja RDM
Prims DRK,Leone GNB,Celaena WHM,Blyze AST,Arg DRG,Livia NIN,Sonja DNC,Kat RDM
Prims DRK,Leone GNB,Celaena WHM,Blyze AST,Livia DRG,Sonja NIN,Kat BRD,Arg SMN
Prims DRK,Leone GNB,Celaena WHM,Blyze AST,Lloyd DRG,Livia NIN,Sonja DNC,Arg SMN
Prims DRK,Leone GNB,Celaena WHM,Blyze AST,Lloyd DRG,Livia NIN,Sonja MCH,Kat RDM
Prims DRK,Leone GNB,Celaena WHM,Blyze AST,Sonja MNK,Livia DRG,Kat DNC,Arg SMN
Prims DRK,Leone GNB,Celaena WHM,Blyze AST,Lloyd DRG,Sonja SAM,Livia DNC,Kat RDM
Prims DRK,Leone GNB,Celaena WHM,Blyze AST,Arg DRG,Sonja SAM,Livia DNC,Kat RDM
Prims DRK,Leone GNB,Celaena WHM,Blyze AST,Sonja DRG,Livia NIN,Kat BRD,Arg SMN
Prims DRK,Leone GNB,Celaena WHM,Blyze AST,Sonja DRG,Livia DNC,Arg SMN,Kat RDM
Prims DRK,Leone GNB,Celaena WHM,Blyze AST,Arg DRG,Livia NIN,Kat BRD,Sonja RDM
Prims DRK,Leone GNB,Celaena WHM,Blyze AST,Livia NIN,Kat BRD,Sonja BLM,Arg SMN
Prims DRK,Leone GNB,Celaena WHM,Blyze AST,Livia NIN,Sonja MCH,Arg SMN,Kat RDM
Prims DRK,Leone GNB,Celaena WHM,Blyze AST,Lloyd DRG,Livia DNC,Sonja SMN,Kat RDM
Prims DRK,Leone GNB,Celaena WHM,Blyze AST,Livia NIN,Kat DNC,Arg SMN,Sonja RDM
Prims DRK,Leone GNB,Celaena WHM,Blyze AST,Arg DRG,Livia DNC,Sonja SMN,Kat RDM
Prims DRK,Leone GNB,Celaena WHM,Blyze AST,Lloyd DRG,Kat BRD,Sonja BLM,Arg SMN
Prims DRK,Leone GNB,Celaena WHM,Blyze AST,Livia NIN,Sonja SAM,Kat DNC,Arg SMN
Prims DRK,Leone GNB,Celaena WHM,Blyze AST,Livia DRG,Sonja BRD,Arg SMN,Kat RDM
Prims DRK,Leone GNB,Celaena WHM,Blyze AST,Lloyd DRG,Sonja BRD,Livia DNC,Arg SMN
Prims DRK,Leone GNB,Celaena WHM,Blyze AST,Livia DRG,Sonja SAM,Kat DNC,Arg SMN
Prims DRK,Leone GNB,Celaena WHM,Blyze AST,Sonja DRG,Kat BRD,Livia DNC,Arg SMN
Prims DRK,Leone GNB,Celaena WHM,Blyze AST,Sonja SAM,Kat BRD,Livia DNC,Arg SMN
Prims DRK,Leone GNB,Celaena WHM,Blyze AST,Lloyd DRG,Kat BRD,Sonja DNC,Arg SMN
Prims DRK,Leone GNB,Celaena WHM,Blyze AST,Livia NIN,Sonja MCH,Kat DNC,Arg SMN
Prims DRK,Leone GNB,Celaena WHM,Blyze AST,Sonja MNK,Livia NIN,Kat DNC,Arg SMN
Prims DRK,Leone GNB,Celaena WHM,Blyze AST,Lloyd DRG,Kat DNC,Arg SMN,Sonja RDM
Prims DRK,Leone GNB,Celaena WHM,Blyze AST,Lloyd DRG,Livia NIN,Kat BRD,Arg SMN
Prims DRK,Leone GNB,Celaena WHM,Blyze AST,Livia DRG,Sonja BRD,Kat DNC,Arg SMN
Prims DRK,Leone GNB,Celaena WHM,Blyze AST,Lloyd DRG,Kat BRD,Sonja MCH,Arg SMN
Prims DRK,Leone GNB,Celaena WHM,Blyze AST,Sonja MNK,Livia DNC,Arg SMN,Kat RDM
Prims DRK,Leone GNB,Celaena WHM,Blyze AST,Lloyd DRG,Sonja NIN,Kat DNC,Arg SMN
Prims DRK,Leone GNB,Celaena WHM,Blyze AST,Lloyd DRG,Livia NIN,Kat BRD,Sonja SMN
Prims DRK,Leone GNB,Celaena WHM,Blyze AST,Livia NIN,Sonja BRD,Arg SMN,Kat RDM
Prims DRK,Leone GNB,Celaena WHM,Blyze AST,Arg DRG,Sonja BRD,Livia DNC,Kat RDM
Prims DRK,Leone GNB,Celaena WHM,Blyze AST,Livia NIN,Kat BRD,Sonja MCH,Arg SMN
Prims DRK,Leone GNB,Celaena WHM,Blyze AST,Lloyd DRG,Kat BRD,Livia DNC,Sonja SMN
Prims DRK,Leone GNB,Celaena WHM,Blyze AST,Arg DRG,Kat BRD,Livia DNC,Sonja SMN
Prims DRK,Leone GNB,Celaena WHM,Blyze AST,Lloyd DRG,Sonja NIN,Kat BRD,Arg SMN
Prims DRK,Leone GNB,Celaena WHM,Blyze AST,Lloyd DRG,Livia NIN,Kat BRD,Sonja BLM
Prims DRK,Leone GNB,Celaena WHM,Blyze AST,Arg DRG,Livia NIN,Kat BRD,Sonja BLM
Prims DRK,Leone GNB,Celaena WHM,Blyze AST,Lloyd DRG,Livia NIN,Kat DNC,Sonja BLM
Prims DRK,Leone GNB,Celaena WHM,Blyze AST,Arg DRG,Livia NIN,Kat DNC,Sonja BLM
Prims DRK,Leone GNB,Celaena WHM,Blyze AST,Lloyd DRG,Sonja SAM,Kat BRD,Arg SMN
Prims DRK,Leone GNB,Celaena WHM,Blyze AST,Sonja MNK,Kat BRD,Livia DNC,Arg SMN
Prims DRK,Leone GNB,Celaena WHM,Blyze AST,Livia DRG,Sonja DNC,Arg SMN,Kat RDM
Prims DRK,Leone GNB,Celaena WHM,Blyze AST,Livia NIN,Sonja BRD,Kat DNC,Arg SMN
Prims DRK,Leone GNB,Celaena WHM,Blyze AST,Livia NIN,Sonja SAM,Kat BRD,Arg SMN
Prims DRK,Leone GNB,Celaena WHM,Blyze AST,Sonja DRG,Livia NIN,Kat DNC,Arg SMN
Prims DRK,Leone GNB,Celaena WHM,Blyze AST,Lloyd DRG,Sonja MCH,Arg SMN,Kat RDM
Prims DRK,Leone GNB,Celaena WHM,Blyze AST,Livia DRG,Kat BRD,Sonja MCH,Arg SMN
Prims DRK,Leone GNB,Celaena WHM,Blyze AST,Lloyd DRG,Livia NIN,Sonja MCH,Arg SMN
Prims DRK,Leone GNB,Celaena WHM,Blyze AST,Lloyd DRG,Sonja BRD,Livia DNC,Kat RDM
Prims DRK,Leone GNB,Celaena WHM,Blyze AST,Sonja MNK,Lloyd DRG,Kat BRD,Arg SMN
Prims DRK,Leone GNB,Celaena WHM,Blyze AST,Sonja NIN,Livia DNC,Arg SMN,Kat RDM
Prims PLD,Leone GNB,Kat WHM,Celaena SGE,Blyze MNK,Livia DNC,Arg SMN,Sonja RDM
Prims DRK,Leone GNB,Kat WHM,Celaena AST,Blyze MNK,Livia DNC,Arg SMN,Sonja RDM
Prims DRK,Leone GNB,Kat WHM,Celaena SGE,Blyze MNK,Livia DNC,Arg SMN,Sonja RDM
Prims PLD,Leone GNB,Celaena WHM,Kat AST,Blyze MNK,Livia DNC,Arg SMN,Sonja RDM
Prims PLD,Leone GNB,Kat AST,Celaena SGE,Blyze MNK,Livia DNC,Arg SMN,Sonja RDM
Prims PLD,Arg DRK,Blyze WHM,Celaena SGE,Leone MNK,Sonja MCH,Livia DNC,Kat RDM
Prims PLD,Arg DRK,Celaena WHM,Blyze SCH,Leone MNK,Sonja MCH,Livia DNC,Kat RDM
Prims PLD,Arg DRK,Blyze SCH,Celaena AST,Leone MNK,Sonja MCH,Livia DNC,Kat RDM
Prims PLD,Arg DRK,Blyze AST,Celaena SGE,Leone MNK,Sonja MCH,Livia DNC,Kat RDM
Livia PLD,Prims DRK,Celaena WHM,Blyze AST,Leone MNK,Arg DRG,Sonja DNC,Kat RDM
Prims PLD,Livia DRK,Blyze SCH,Celaena AST,Leone MNK,Arg DRG,Sonja DNC,Kat RDM
Blyze PLD,Prims DRK,Livia AST,Celaena SGE,Leone MNK,Arg DRG,Sonja DNC,Kat RDM
Prims PLD,Livia DRK,Blyze WHM,Celaena AST,Leone MNK,Arg DRG,Sonja DNC,Kat RDM
Livia PLD,Prims DRK,Blyze SCH,Celaena SGE,Leone MNK,Arg DRG,Sonja DNC,Kat RDM
Celaena PLD,Prims DRK,Blyze SCH,Livia AST,Leone MNK,Arg DRG,Sonja DNC,Kat RDM
Livia PLD,Prims DRK,Blyze WHM,Celaena SGE,Leone MNK,Arg DRG,Sonja DNC,Kat RDM
Prims PLD,Livia DRK,Celaena WHM,Blyze AST,Leone MNK,Arg DRG,Sonja DNC,Kat RDM
Livia PLD,Prims DRK,Celaena WHM,Blyze SCH,Leone MNK,Arg DRG,Sonja DNC,Kat RDM
Prims PLD,Livia DRK,Celaena WHM,Blyze SCH,Leone MNK,Arg DRG,Sonja DNC,Kat RDM
Livia PLD,Arg DRK,Blyze WHM,Celaena AST,Leone DRG,Prims SAM,Kat BRD,Sonja SMN
Livia PLD,Arg DRK,Celaena WHM,Blyze SCH,Leone DRG,Prims SAM,Kat BRD,Sonja SMN
Blyze PLD,Arg DRK,Celaena WHM,Livia AST,Leone DRG,Prims SAM,Kat BRD,Sonja SMN
Livia PLD,Arg DRK,Blyze SCH,Celaena SGE,Leone DRG,Prims SAM,Kat BRD,Sonja SMN
Blyze PLD,Arg DRK,Livia AST,Celaena SGE,Leone DRG,Prims SAM,Kat BRD,Sonja SMN
Livia PLD,Arg DRK,Blyze WHM,Celaena SGE,Leone DRG,Prims SAM,Kat BRD,Sonja SMN
Celaena PLD,Prims DRK,Kat WHM,Livia AST,Leone DRG,Blyze SAM,Sonja MCH,Arg SMN
Livia PLD,Prims DRK,Kat AST,Celaena SGE,Leone DRG,Blyze SAM,Sonja MCH,Arg SMN
Prims PLD,Livia DRK,Kat WHM,Celaena AST,Leone DRG,Blyze SAM,Sonja MCH,Arg SMN
Prims PLD,Livia DRK,Kat WHM,Celaena SGE,Leone DRG,Blyze SAM,Sonja MCH,Arg SMN
Livia PLD,Prims DRK,Kat WHM,Celaena AST,Leone DRG,Blyze SAM,Sonja MCH,Arg SMN
Celaena PLD,Sonja DRK,Blyze WHM,Livia AST,Leone DRG,Prims SAM,Kat DNC,Arg SMN
Celaena PLD,Sonja DRK,Blyze WHM,Livia AST,Leone MNK,Prims SAM,Kat BRD,Arg SMN
Celaena PLD,Sonja DRK,Blyze WHM,Livia AST,Leone MNK,Lloyd DRG,Kat BRD,Arg SMN
Celaena PLD,Sonja DRK,Blyze WHM,Livia AST,Arg DRG,Prims SAM,Kat DNC,Leone RDM
Celaena PLD,Sonja DRK,Blyze WHM,Livia AST,Lloyd DRG,Prims SAM,Kat DNC,Leone RDM
Celaena PLD,Sonja DRK,Blyze WHM,Livia AST,Prims SAM,Kat BRD,Arg SMN,Leone RDM
Celaena PLD,Sonja DRK,Blyze WHM,Livia AST,Leone MNK,Lloyd DRG,Kat DNC,Arg SMN
Celaena PLD,Sonja DRK,Blyze WHM,Livia AST,Lloyd DRG,Leone NIN,Kat DNC,Arg SMN
Celaena PLD,Sonja DRK,Blyze WHM,Livia AST,Lloyd DRG,Kat DNC,Arg SMN,Leone RDM
Celaena PLD,Sonja DRK,Blyze WHM,Livia AST,Leone MNK,Prims SAM,Kat DNC,Arg SMN
Celaena PLD,Sonja DRK,Blyze WHM,Livia AST,Leone NIN,Prims SAM,Kat DNC,Arg SMN
Celaena PLD,Sonja DRK,Blyze WHM,Livia AST,Leone NIN,Prims SAM,Kat BRD,Arg SMN
Celaena PLD,Sonja DRK,Blyze WHM,Livia AST,Prims SAM,Kat DNC,Arg SMN,Leone RDM
Celaena PLD,Sonja DRK,Blyze WHM,Livia AST,Arg DRG,Prims SAM,Kat BRD,Leone RDM
Arg DRK,Sonja GNB,Celaena WHM,Livia AST,Blyze NIN,Prims SAM,Kat DNC,Leone RDM
Sonja PLD,Arg DRK,Celaena WHM,Livia AST,Blyze NIN,Prims SAM,Kat DNC,Leone RDM
Arg DRK,Sonja GNB,Livia AST,Celaena SGE,Blyze NIN,Prims SAM,Kat DNC,Leone RDM
Prims DRK,Leone GNB,Blyze SCH,Kat AST,Lloyd DRG,Sonja SAM,Livia DNC,Arg SMN
Prims DRK,Leone GNB,Blyze SCH,Kat AST,Lloyd DRG,Sonja NIN,Livia DNC,Arg SMN
Prims DRK,Leone GNB,Blyze SCH,Kat AST,Sonja MNK,Lloyd DRG,Livia DNC,Arg SMN
Prims DRK,Leone GNB,Blyze SCH,Kat AST,Lloyd DRG,Livia DNC,Sonja BLM,Arg SMN
Prims DRK,Leone GNB,Blyze SCH,Kat AST,Lloyd DRG,Livia NIN,Sonja DNC,Arg SMN
Prims DRK,Leone GNB,Blyze SCH,Kat AST,Lloyd DRG,Sonja BRD,Livia DNC,Arg SMN
Prims DRK,Leone GNB,Blyze SCH,Kat AST,Lloyd DRG,Livia NIN,Sonja MCH,Arg SMN
Prims PLD,Arg DRK,Blyze WHM,Celaena SGE,Leone NIN,Kat BRD,Livia DNC,Sonja RDM
Prims PLD,Arg DRK,Celaena WHM,Blyze SCH,Leone NIN,Kat BRD,Livia DNC,Sonja RDM
Prims PLD,Arg DRK,Blyze SCH,Celaena AST,Leone NIN,Kat BRD,Livia DNC,Sonja RDM
Prims PLD,Arg DRK,Blyze AST,Celaena SGE,Leone NIN,Kat BRD,Livia DNC,Sonja RDM
Livia PLD,Prims DRK,Celaena WHM,Blyze AST,Lloyd DRG,Leone NIN,Kat DNC,Sonja RDM
Prims PLD,Arg DRK,Blyze WHM,Celaena SGE,Lloyd DRG,Leone NIN,Kat DNC,Sonja RDM
Prims PLD,Arg DRK,Celaena WHM,Blyze SCH,Lloyd DRG,Leone NIN,Kat DNC,Sonja RDM
Livia PLD,Arg DRK,Blyze WHM,Celaena AST,Lloyd DRG,Leone NIN,Kat DNC,Sonja RDM
Livia PLD,Arg DRK,Celaena WHM,Blyze SCH,Lloyd DRG,Leone NIN,Kat DNC,Sonja RDM
Prims PLD,Livia DRK,Blyze SCH,Celaena AST,Lloyd DRG,Leone NIN,Kat DNC,Sonja RDM
Blyze PLD,Prims DRK,Livia AST,Celaena SGE,Lloyd DRG,Leone NIN,Kat DNC,Sonja RDM
Prims PLD,Arg DRK,Blyze SCH,Celaena AST,Lloyd DRG,Leone NIN,Kat DNC,Sonja RDM
Prims PLD,Livia DRK,Blyze WHM,Celaena AST,Lloyd DRG,Leone NIN,Kat DNC,Sonja RDM
Livia PLD,Prims DRK,Blyze SCH,Celaena SGE,Lloyd DRG,Leone NIN,Kat DNC,Sonja RDM
Prims PLD,Arg DRK,Blyze AST,Celaena SGE,Lloyd DRG,Leone NIN,Kat DNC,Sonja RDM
Celaena PLD,Prims DRK,Blyze SCH,Livia AST,Lloyd DRG,Leone NIN,Kat DNC,Sonja RDM
Blyze PLD,Arg DRK,Celaena WHM,Livia AST,Lloyd DRG,Leone NIN,Kat DNC,Sonja RDM
Livia PLD,Arg DRK,Blyze SCH,Celaena SGE,Lloyd DRG,Leone NIN,Kat DNC,Sonja RDM
Livia PLD,Prims DRK,Blyze WHM,Celaena SGE,Lloyd DRG,Leone NIN,Kat DNC,Sonja RDM
Prims PLD,Livia DRK,Celaena WHM,Blyze AST,Lloyd DRG,Leone NIN,Kat DNC,Sonja RDM
Livia PLD,Prims DRK,Celaena WHM,Blyze SCH,Lloyd DRG,Leone NIN,Kat DNC,Sonja RDM
Blyze PLD,Arg DRK,Livia AST,Celaena SGE,Lloyd DRG,Leone NIN,Kat DNC,Sonja RDM
Livia PLD,Arg DRK,Blyze WHM,Celaena SGE,Lloyd DRG,Leone NIN,Kat DNC,Sonja RDM
Prims PLD,Livia DRK,Celaena WHM,Blyze SCH,Lloyd DRG,Leone NIN,Kat DNC,Sonja RDM
Prims PLD,Sonja WAR,Blyze SCH,Celaena SGE,Lloyd DRG,Livia DNC,Arg SMN,Kat RDM
Prims PLD,Leone GNB,Blyze SCH,Celaena AST,Lloyd DRG,Livia DNC,Arg SMN,Kat RDM
Sonja PLD,Prims DRK,Blyze AST,Celaena SGE,Lloyd DRG,Livia DNC,Arg SMN,Kat RDM
Prims PLD,Sonja DRK,Blyze AST,Celaena SGE,Lloyd DRG,Livia DNC,Arg SMN,Kat RDM
Sonja WAR,Leone GNB,Blyze AST,Celaena SGE,Lloyd DRG,Livia DNC,Arg SMN,Kat RDM
Sonja DRK,Leone GNB,Blyze WHM,Celaena SGE,Lloyd DRG,Livia DNC,Arg SMN,Kat RDM
Prims PLD,Sonja WAR,Celaena WHM,Blyze SCH,Lloyd DRG,Livia DNC,Arg SMN,Kat RDM
Sonja PLD,Leone GNB,Celaena WHM,Blyze SCH,Lloyd DRG,Livia DNC,Arg SMN,Kat RDM
Prims PLD,Sonja GNB,Blyze AST,Celaena SGE,Lloyd DRG,Livia DNC,Arg SMN,Kat RDM
Sonja WAR,Prims DRK,Blyze SCH,Celaena AST,Lloyd DRG,Livia DNC,Arg SMN,Kat RDM
Sonja WAR,Leone GNB,Blyze SCH,Celaena AST,Lloyd DRG,Livia DNC,Arg SMN,Kat RDM
Prims DRK,Sonja GNB,Blyze AST,Celaena SGE,Lloyd DRG,Livia DNC,Arg SMN,Kat RDM
Prims PLD,Sonja DRK,Celaena WHM,Blyze AST,Lloyd DRG,Livia DNC,Arg SMN,Kat RDM
Prims PLD,Sonja DRK,Blyze WHM,Celaena SGE,Lloyd DRG,Livia DNC,Arg SMN,Kat RDM
Prims PLD,Sonja GNB,Blyze SCH,Celaena AST,Lloyd DRG,Livia DNC,Arg SMN,Kat RDM
Sonja PLD,Leone GNB,Celaena WHM,Blyze AST,Lloyd DRG,Livia DNC,Arg SMN,Kat RDM
Sonja PLD,Leone GNB,Blyze WHM,Celaena SGE,Lloyd DRG,Livia DNC,Arg SMN,Kat RDM
Sonja DRK,Leone GNB,Blyze AST,Celaena SGE,Lloyd DRG,Livia DNC,Arg SMN,Kat RDM
Prims PLD,Sonja DRK,Blyze WHM,Celaena AST,Lloyd DRG,Livia DNC,Arg SMN,Kat RDM
Sonja WAR,Leone GNB,Blyze WHM,Celaena AST,Lloyd DRG,Livia DNC,Arg SMN,Kat RDM
Sonja WAR,Leone GNB,Celaena WHM,Blyze SCH,Lloyd DRG,Livia DNC,Arg SMN,Kat RDM
Prims DRK,Leone GNB,Blyze SCH,Celaena SGE,Lloyd DRG,Livia DNC,Arg SMN,Kat RDM
Sonja WAR,Prims DRK,Blyze AST,Celaena SGE,Lloyd DRG,Livia DNC,Arg SMN,Kat RDM
Prims PLD,Sonja WAR,Celaena WHM,Blyze AST,Lloyd DRG,Livia DNC,Arg SMN,Kat RDM
Prims PLD,Sonja WAR,Blyze WHM,Celaena SGE,Lloyd DRG,Livia DNC,Arg SMN,Kat RDM
